project_id,mp_id,mp_name,state,constituency,mp_type,parliamentary_term,district,block,village,sector,sub_sector,project_name,recommended_amount,sanctioned_amount,funds_released,expenditure,unspent_balance,start_date,expected_completion_date,reported_progress_pct,work_status,data_type,risk_score,risk_level,cost_anomaly_score,progress_anomaly_score,delay_risk_score,duplicate_similarity_score,risk_reasons,risk_last_updated
P01364,MP009,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District F,Block 6,Village Zeta,Sanitation,Waste Management,Waste Management Improvement at Village Zeta,489000,459000,428000,254000,174000,2022-08-08,2023-03-09,57.6,Stalled,SYNTHETIC_DEMO,25.4,LOW,0.0,2.095,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01365,MP016,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District C,Block 3,Village Gamma,Education,Classrooms,Classrooms Improvement at Village Gamma,664000,668000,490000,152000,338000,2023-03-11,2024-06-21,35.0,Stalled,SYNTHETIC_DEMO,6.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01366,MP023,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District H,Block 8,Village Theta,Sanitation,Waste Management,Waste Management Improvement at Village Theta,385000,360000,315000,194000,121000,2023-08-12,2025-06-27,57.9,Stalled,SYNTHETIC_DEMO,25.7,LOW,0.0,4.425,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01367,MP030,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District B,Block 2,Village Beta,Roads,Internal Roads,Internal Roads Improvement at Village Beta,527000,537000,380000,191000,189000,2025-10-16,2027-10-03,46.5,Ongoing,SYNTHETIC_DEMO,0.8,LOW,0.0,4.516,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01368,MP037,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District A,Block 1,Village Alpha,Health,Medical Equipment,Medical Equipment Improvement at Village Alpha,1109000,1087000,898000,399000,499000,2024-12-23,2025-06-13,66.2,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,24.376,0.0,100.0,96.1,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P01369,MP044,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Village Roads,Village Roads Improvement at Village Gamma,1291000,1205000,1125000,615000,510000,2022-09-30,2024-08-27,75.9,Stalled,SYNTHETIC_DEMO,22.1,LOW,20.296,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01370,MP051,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District H,Block 8,Village Theta,Education,Laboratories,Laboratories Improvement at Village Theta,1047000,1052000,592000,414000,178000,2026-02-16,2026-09-23,85.0,Ongoing,SYNTHETIC_DEMO,0.5,LOW,14.182,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01371,MP058,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District E,Block 5,Village Epsilon,Water Supply,Water Tanks,Water Tanks Improvement at Village Epsilon,313000,289000,169000,100000,69000,2025-03-07,2026-09-09,76.9,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,0.0,97.6,Potential duplicate/near-duplicate project detected,2026-09-01
P01372,MP005,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Medical Equipment,Medical Equipment Improvement at Village Gamma,451000,428000,302000,139000,163000,2025-09-02,2026-01-08,68.9,Stalled,SYNTHETIC_DEMO,8.4,LOW,0.0,0.0,64.658,0.0,Project duration/status indicates delay risk,2026-09-01
P01373,MP012,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District H,Block 8,Village Theta,Sanitation,Waste Management,Waste Management Improvement at Village Theta,1575000,1457000,1449000,702000,747000,2025-09-05,2026-03-04,59.9,Stalled,SYNTHETIC_DEMO,17.7,LOW,43.938,0.0,49.589,0.0,Project duration/status indicates delay risk,2026-09-01
P01374,MP019,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District F,Block 6,Village Zeta,Community Assets,Public Shelters,Public Shelters Improvement at Village Zeta,928000,867000,585000,306000,279000,2024-08-05,2024-11-07,46.9,Stalled,SYNTHETIC_DEMO,17.7,LOW,0.874,6.489,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01375,MP026,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District C,Block 3,Village Gamma,Sanitation,Drainage,Drainage Improvement at Village Gamma,1555000,1534000,1143000,950000,193000,2022-11-27,2024-08-20,95.3,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,52.012,0.0,100.0,91.7,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P01376,MP033,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District D,Block 4,Village Delta,Roads,Bridges,Bridges Improvement at Village Delta,1494000,1406000,959000,406000,553000,2024-11-06,2025-09-05,24.6,Stalled,SYNTHETIC_DEMO,36.8,LOW,38.272,21.283,98.904,0.0,Project duration/status indicates delay risk,2026-09-01
P01377,MP040,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District D,Block 4,Village Delta,Education,School Buildings,School Buildings Improvement at Village Delta,1003000,969000,634000,378000,256000,2022-11-17,2023-07-17,68.5,Stalled,SYNTHETIC_DEMO,27.8,LOW,18.431,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01378,MP047,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Market Sheds,Market Sheds Improvement at Village Gamma,894000,874000,674000,172000,502000,2023-03-28,2023-12-06,45.3,Stalled,SYNTHETIC_DEMO,22.0,LOW,7.481,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01379,MP054,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District A,Block 1,Village Alpha,Community Assets,Community Halls,Community Halls Improvement at Village Alpha,852000,871000,669000,285000,384000,2025-11-11,2027-02-16,34.9,Ongoing,SYNTHETIC_DEMO,0.0,LOW,7.283,9.241,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01380,MP001,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District G,Block 7,Village Eta,Education,Classrooms,Classrooms Improvement at Village Eta,521000,546000,328000,273000,55000,2023-08-28,2024-11-02,86.1,Stalled,SYNTHETIC_DEMO,22.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01381,MP008,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District A,Block 1,Village Alpha,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Alpha,1849000,1888000,1493000,976000,517000,2022-10-31,2023-03-23,92.7,Stalled,SYNTHETIC_DEMO,43.7,MEDIUM,92.458,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01382,MP015,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Waste Management,Waste Management Improvement at Village Gamma,1556000,1598000,1585000,829000,756000,2022-05-30,2024-01-06,84.0,Stalled,SYNTHETIC_DEMO,39.5,LOW,56.254,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01383,MP022,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District B,Block 2,Village Beta,Sanitation,Public Toilets,Public Toilets Improvement at Village Beta,828000,827000,499000,343000,156000,2023-07-26,2025-01-21,75.5,Stalled,SYNTHETIC_DEMO,15.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01384,MP029,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Drainage,Drainage Improvement at Village Eta,1968000,1964000,1674000,1002000,672000,2023-05-13,2023-09-13,96.4,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,89.951,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01385,MP036,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District F,Block 6,Village Zeta,Water Supply,Pipelines,Pipelines Improvement at Village Zeta,1693000,1726000,1176000,768000,408000,2023-07-11,2024-01-17,49.5,Stalled,SYNTHETIC_DEMO,43.4,MEDIUM,66.963,18.967,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01386,MP043,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District D,Block 4,Village Delta,Water Supply,Community Water Points,Community Water Points Improvement at Village Delta,773000,758000,504000,190000,314000,2024-05-09,2025-03-20,44.4,Stalled,SYNTHETIC_DEMO,22.7,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01387,MP050,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District H,Block 8,Village Theta,Roads,Drainage Roads,Drainage Roads Improvement at Village Theta,966000,932000,775000,283000,492000,2022-07-21,2024-01-08,68.9,Stalled,SYNTHETIC_DEMO,21.6,LOW,2.867,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01388,MP057,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District H,Block 8,Village Theta,Water Supply,Water Tanks,Water Tanks Improvement at Village Theta,280000,284000,235000,57000,178000,2023-03-31,2024-07-29,23.2,Stalled,SYNTHETIC_DEMO,20.4,LOW,0.0,1.266,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01389,MP004,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District H,Block 8,Village Theta,Education,Classrooms,Classrooms Improvement at Village Theta,387000,356000,351000,261000,90000,2026-04-14,2027-01-27,81.9,Ongoing,SYNTHETIC_DEMO,7.5,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01390,MP011,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District E,Block 5,Village Epsilon,Community Assets,Public Shelters,Public Shelters Improvement at Village Epsilon,1145000,1070000,1028000,895000,133000,2023-05-20,2024-07-26,86.8,Stalled,SYNTHETIC_DEMO,18.9,LOW,20.591,0.315,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01391,MP018,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Pipelines,Pipelines Improvement at Village Gamma,547000,517000,401000,152000,249000,2023-10-27,2024-06-12,49.2,Stalled,SYNTHETIC_DEMO,15.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01392,MP025,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District H,Block 8,Village Theta,Roads,Drainage Roads,Drainage Roads Improvement at Village Theta,486000,1223000,634000,117000,517000,2024-08-04,2025-04-26,48.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,29.782,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01393,MP032,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District D,Block 4,Village Delta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Delta,1623000,1546000,1078000,343000,735000,2023-11-26,2025-11-03,57.0,Delayed,SYNTHETIC_DEMO,28.6,LOW,63.821,0.0,82.74,0.0,Project duration/status indicates delay risk,2026-09-01
P01394,MP039,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District D,Block 4,Village Delta,Water Supply,Water Tanks,Water Tanks Improvement at Village Delta,623000,611000,549000,233000,316000,2022-09-25,2024-02-18,92.5,Stalled,SYNTHETIC_DEMO,17.1,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01395,MP046,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District D,Block 4,Village Delta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Delta,662000,633000,588000,521000,67000,2025-07-25,2027-02-19,93.7,Ongoing,SYNTHETIC_DEMO,2.8,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01396,MP053,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District E,Block 5,Village Epsilon,Electricity,Solar Pumps,Solar Pumps Improvement at Village Epsilon,381000,388000,225000,94000,131000,2022-04-30,2023-10-10,36.7,Stalled,SYNTHETIC_DEMO,19.2,LOW,0.0,6.093,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01397,MP060,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Market Sheds,Market Sheds Improvement at Village Gamma,250000,245000,157000,87000,70000,2024-01-31,2025-07-18,55.7,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,91.7,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P01398,MP007,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Waste Management,Waste Management Improvement at Village Gamma,857000,893000,758000,253000,505000,2025-06-18,2025-09-21,60.7,Stalled,SYNTHETIC_DEMO,12.0,LOW,0.0,0.0,94.521,0.0,Project duration/status indicates delay risk,2026-09-01
P01399,MP014,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District A,Block 1,Village Alpha,Health,Health Centres,Health Centres Improvement at Village Alpha,326000,331000,261000,92000,169000,2024-11-19,2026-07-18,69.2,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,12.329,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01400,MP021,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District G,Block 7,Village Eta,Roads,Drainage Roads,Drainage Roads Improvement at Village Eta,1123000,1048000,629000,322000,307000,2024-12-07,2025-06-15,72.4,Stalled,SYNTHETIC_DEMO,22.2,LOW,13.596,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01401,MP028,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District D,Block 4,Village Delta,Health,Health Infrastructure,Health Infrastructure Improvement at Village Delta,827000,834000,771000,633000,138000,2022-09-18,2024-07-10,76.2,Stalled,SYNTHETIC_DEMO,24.3,LOW,0.0,7.081,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01402,MP035,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District B,Block 2,Village Beta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Beta,1333000,1235000,1172000,344000,828000,2023-06-21,2024-02-01,26.9,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,40.962,2.942,100.0,96.2,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P01403,MP042,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District D,Block 4,Village Delta,Education,Libraries,Libraries Improvement at Village Delta,618000,635000,525000,258000,267000,2025-11-17,2026-05-18,59.2,Stalled,SYNTHETIC_DEMO,4.0,LOW,0.0,0.0,29.041,0.0,Project duration/status indicates delay risk,2026-09-01
P01404,MP049,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Drainage Roads,Drainage Roads Improvement at Village Gamma,726000,762000,657000,482000,175000,2023-02-26,2024-09-08,76.7,Stalled,SYNTHETIC_DEMO,24.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01405,MP056,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District H,Block 8,Village Theta,Electricity,Street Lighting,Street Lighting Improvement at Village Theta,527000,500000,380000,301000,79000,2024-11-05,2025-06-24,71.2,Stalled,SYNTHETIC_DEMO,20.6,LOW,0.0,9.613,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01406,MP003,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Solar Pumps,Solar Pumps Improvement at Village Gamma,627000,640000,437000,244000,193000,2024-04-28,2025-11-14,63.5,Delayed,SYNTHETIC_DEMO,7.5,LOW,0.0,0.0,79.726,0.0,Project duration/status indicates delay risk,2026-09-01
P01407,MP010,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District B,Block 2,Village Beta,Community Assets,Community Halls,Community Halls Improvement at Village Beta,1734000,1661000,1160000,565000,595000,2024-05-28,2025-08-01,89.9,Stalled,SYNTHETIC_DEMO,52.0,MEDIUM,89.471,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01408,MP017,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District E,Block 5,Village Epsilon,Sanitation,Public Toilets,Public Toilets Improvement at Village Epsilon,599000,558000,515000,162000,353000,2024-08-20,2025-08-21,46.2,Stalled,SYNTHETIC_DEMO,22.9,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01409,MP024,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District B,Block 2,Village Beta,Community Assets,Parks,Parks Improvement at Village Beta,588000,558000,506000,163000,343000,2025-09-22,2026-11-29,71.0,Ongoing,SYNTHETIC_DEMO,3.5,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01410,MP031,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District F,Block 6,Village Zeta,Community Assets,Community Halls,Community Halls Improvement at Village Zeta,435000,456000,385000,116000,269000,2022-07-15,2023-02-03,75.3,Stalled,SYNTHETIC_DEMO,13.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01411,MP038,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District H,Block 8,Village Theta,Health,Community Clinics,Community Clinics Improvement at Village Theta,1258000,1219000,1209000,372000,837000,2025-09-19,2026-01-28,51.5,Stalled,SYNTHETIC_DEMO,25.2,LOW,24.219,0.0,59.178,0.0,Project duration/status indicates delay risk,2026-09-01
P01412,MP045,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Libraries,Libraries Improvement at Village Gamma,1520000,1500000,1360000,954000,406000,2025-11-18,2027-09-11,93.9,Ongoing,SYNTHETIC_DEMO,21.1,LOW,80.709,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P01413,MP052,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District D,Block 4,Village Delta,Community Assets,Community Halls,Community Halls Improvement at Village Delta,433000,399000,326000,114000,212000,2023-01-09,2024-03-16,85.8,Stalled,SYNTHETIC_DEMO,18.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01414,MP059,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District H,Block 8,Village Theta,Water Supply,Pipelines,Pipelines Improvement at Village Theta,636000,611000,377000,122000,255000,2025-07-02,2026-05-02,68.7,Delayed,SYNTHETIC_DEMO,3.9,LOW,0.0,0.0,33.425,0.0,Project duration/status indicates delay risk,2026-09-01
P01415,MP006,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District F,Block 6,Village Zeta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Zeta,815000,1871000,1047000,266000,781000,2024-03-23,2025-03-21,44.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01416,MP013,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District E,Block 5,Village Epsilon,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Epsilon,514000,530000,408000,224000,184000,2022-07-21,2022-12-22,69.4,Stalled,SYNTHETIC_DEMO,19.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01417,MP020,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Libraries,Libraries Improvement at Village Gamma,1777000,1838000,1496000,691000,805000,2024-12-21,2026-08-16,66.0,Ongoing,SYNTHETIC_DEMO,32.8,LOW,100.0,0.0,4.384,0.0,Cost unusually high relative to peer projects,2026-09-01
P01418,MP027,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District H,Block 8,Village Theta,Sanitation,Public Toilets,Public Toilets Improvement at Village Theta,426000,435000,381000,275000,106000,2026-03-24,2027-12-18,75.0,Ongoing,SYNTHETIC_DEMO,0.3,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01419,MP034,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District H,Block 8,Village Theta,Community Assets,Public Shelters,Public Shelters Improvement at Village Theta,291000,269000,214000,207000,7000,2025-09-23,2027-01-02,44.0,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,63.275,0.0,0.0,Expenditure is high relative to reported progress,2026-09-01
P01420,MP041,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District D,Block 4,Village Delta,Electricity,Street Lighting,Street Lighting Improvement at Village Delta,1059000,1011000,651000,308000,343000,2024-10-24,2025-04-21,63.8,Stalled,SYNTHETIC_DEMO,19.0,LOW,9.147,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01421,MP048,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Drainage Roads,Drainage Roads Improvement at Village Gamma,616000,611000,489000,421000,68000,2023-11-12,2024-04-28,98.9,Completed,SYNTHETIC_DEMO,27.2,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01422,MP055,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District E,Block 5,Village Epsilon,Roads,Internal Roads,Internal Roads Improvement at Village Epsilon,250000,245000,201000,69000,132000,2022-11-16,2023-07-15,46.9,Stalled,SYNTHETIC_DEMO,14.1,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01423,MP002,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District D,Block 4,Village Delta,Health,Medical Equipment,Medical Equipment Improvement at Village Delta,1051000,978000,597000,450000,147000,2025-03-02,2025-06-23,38.0,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,13.575,44.852,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01424,MP009,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Laboratories,Laboratories Improvement at Village Gamma,1463000,1384000,954000,661000,293000,2024-11-26,2026-02-14,77.0,Delayed,SYNTHETIC_DEMO,25.9,LOW,44.957,0.0,54.521,0.0,Project duration/status indicates delay risk,2026-09-01
P01425,MP016,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District A,Block 1,Village Alpha,Health,Health Infrastructure,Health Infrastructure Improvement at Village Alpha,649000,602000,477000,195000,282000,2023-11-19,2024-08-28,49.1,Stalled,SYNTHETIC_DEMO,24.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01426,MP023,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District D,Block 4,Village Delta,Roads,Village Roads,Village Roads Improvement at Village Delta,496000,504000,369000,171000,198000,2025-02-28,2026-05-07,63.5,Delayed,SYNTHETIC_DEMO,12.0,LOW,0.0,0.0,32.055,0.0,Project duration/status indicates delay risk,2026-09-01
P01427,MP030,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District F,Block 6,Village Zeta,Health,Community Clinics,Community Clinics Improvement at Village Zeta,667000,674000,649000,267000,382000,2024-12-21,2026-11-18,65.0,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01428,MP037,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District H,Block 8,Village Theta,Community Assets,Market Sheds,Market Sheds Improvement at Village Theta,514000,488000,430000,244000,186000,2023-12-14,2025-10-14,65.9,Delayed,SYNTHETIC_DEMO,19.8,LOW,0.0,0.0,88.219,0.0,Project duration/status indicates delay risk,2026-09-01
P01429,MP044,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Borewells,Borewells Improvement at Village Gamma,1936000,1893000,1336000,481000,855000,2023-09-15,2024-08-02,86.4,Stalled,SYNTHETIC_DEMO,54.6,MEDIUM,91.75,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01430,MP051,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District C,Block 3,Village Gamma,Health,Community Clinics,Community Clinics Improvement at Village Gamma,1846000,1721000,1398000,913000,485000,2022-07-06,2023-03-04,67.1,Stalled,SYNTHETIC_DEMO,40.3,MEDIUM,68.511,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01431,MP058,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District H,Block 8,Village Theta,Education,Libraries,Libraries Improvement at Village Theta,514000,522000,463000,281000,182000,2023-03-07,2024-01-01,70.1,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01432,MP005,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Public Shelters,Public Shelters Improvement at Village Gamma,343000,323000,277000,231000,46000,2023-03-26,2023-11-28,94.9,Stalled,SYNTHETIC_DEMO,18.5,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01433,MP012,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Water Tanks,Water Tanks Improvement at Village Beta,1465000,1377000,1275000,905000,370000,2022-06-24,2023-08-12,78.4,Stalled,SYNTHETIC_DEMO,29.5,LOW,49.02,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01434,MP019,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District H,Block 8,Village Theta,Sanitation,Waste Management,Waste Management Improvement at Village Theta,427000,433000,266000,106000,160000,2023-09-16,2024-12-27,56.3,Stalled,SYNTHETIC_DEMO,21.5,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01435,MP026,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District A,Block 1,Village Alpha,Water Supply,Water Tanks,Water Tanks Improvement at Village Alpha,731000,735000,586000,256000,330000,2025-12-24,2027-02-11,41.7,Ongoing,SYNTHETIC_DEMO,4.9,LOW,0.0,2.383,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01436,MP033,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District F,Block 6,Village Zeta,Education,Classrooms,Classrooms Improvement at Village Zeta,1704000,1586000,1586000,1296000,290000,2024-10-05,2026-07-09,24.0,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,67.974,69.258,14.795,0.0,Cost unusually high relative to peer projects | Expenditure is high relative to reported progress,2026-09-01
P01437,MP040,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Borewells,Borewells Improvement at Village Beta,282000,267000,186000,79000,107000,2022-05-22,2023-10-08,78.4,Stalled,SYNTHETIC_DEMO,13.5,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
